,dialogueID,date,from,to,text
2138544,12077.tsv,2008-06-19T18:00:00.000Z,home_,,i have a problem my Ubuntu is working but my screen its freezed
2138545,12077.tsv,2008-06-19T18:00:00.000Z,archibold_tinker,home_,all the time?
2138546,12077.tsv,2008-06-19T18:00:00.000Z,home_,archibold_tinker,well yes and then i need to restart
2138547,12077.tsv,2008-06-19T18:01:00.000Z,home_,archibold_tinker,my mouse and keyboard isnt working
2138548,12077.tsv,2008-06-19T18:01:00.000Z,archibold_tinker,home_,and on restart it is still freezing straight away?
2138549,12077.tsv,2008-06-19T18:03:00.000Z,archibold_tinker,home_,could be any number of things! did you check the cd for defects before install?
2138550,12077.tsv,2008-06-19T18:04:00.000Z,archibold_tinker,home_,check the cd for defects by booting the cd and choosing that option from the boot menu
2138551,12077.tsv,2008-06-19T18:05:00.000Z,home_,archibold_tinker,and its freezing with all of my live CDs and Kubuntu 2
2138552,12077.tsv,2008-06-19T18:05:00.000Z,home_,archibold_tinker,that is wen i try to boot the like a live CD
2138553,12077.tsv,2008-06-19T18:06:00.000Z,archibold_tinker,home_,please check_the_cd_for_defects
2138554,12077.tsv,2008-06-19T18:07:00.000Z,home_,archibold_tinker,and i have like 10 CD starting from 6.04 i think?
2138555,12077.tsv,2008-06-19T18:08:00.000Z,archibold_tinker,home_,"sounds like hardware issues then.  is your xserver set up correctly, and is all hardware supported well?"
2138556,12077.tsv,2008-06-19T18:08:00.000Z,home_,archibold_tinker,how can i check if is a hardware problem ?
2138557,12077.tsv,2008-06-19T18:11:00.000Z,archibold_tinker,home_,to be honest you need to check your logs for x and perhaps do some dmesg checks too.  you need someone who knows what is what helping. beyond my scope I'm afraid sorry ! 8/
2239050,12317.tsv,2008-10-20T00:31:00.000Z,mauricio,,alguem fala portugues?
2239051,12317.tsv,2008-10-20T00:32:00.000Z,mauricio,,tambem te amo
2239052,12317.tsv,2008-10-20T00:32:00.000Z,mauricio,,podes falar em espanhol que te entendo
2239053,12317.tsv,2008-10-20T00:33:00.000Z,mauricio,,por acaso sabes como  colocar  uma wifi para funcionar
2239054,12317.tsv,2008-10-20T00:35:00.000Z,mauricio,,Hey someone knows how to set a intel 3945 wifi in a ubuntu 2.6.24
2239055,12317.tsv,2008-10-20T00:36:00.000Z,goat|lappy,mauricio,mine works by default
2239056,12317.tsv,2008-10-20T00:36:00.000Z,goat|lappy,mauricio,"i have a 3945abg, and its functioning fine"
2239057,12317.tsv,2008-10-20T00:37:00.000Z,goat|lappy,mauricio,do you see the device in lspci?
2239058,12317.tsv,2008-10-20T00:39:00.000Z,goat|lappy,mauricio,"then the hardware and driver are talking, do you just not see any wireless networks?"
2239059,12317.tsv,2008-10-20T00:42:00.000Z,goat|lappy,mauricio,what laptop?
2239060,12317.tsv,2008-10-20T00:43:00.000Z,goat|lappy,mauricio,"usually there is a laptop hardware wireless switch,  do you know of one for your laptop?"
2239061,12317.tsv,2008-10-20T00:44:00.000Z,goat|lappy,mauricio,yes
2239062,12317.tsv,2008-10-20T00:52:00.000Z,mauricio,goat|lappy,some idea?
2239063,12317.tsv,2008-10-20T00:53:00.000Z,goat|lappy,mauricio,"sorry, no, after_math was starting with something, but I'm not sure what he was alluding to"
2470442,1446.tsv,2011-10-19T07:00:00.000Z,SetiAmon,,Hey I'm running oneiric and i have a question.Believe it or not i have never done this so please bare with me
2470443,1446.tsv,2011-10-19T07:00:00.000Z,SetiAmon,,"I want to burn my mp3s into a playable mp3 cd for the car,what do i use?thats doable right?"
2470444,1446.tsv,2011-10-19T07:01:00.000Z,cajunspice,SetiAmon,"you could use mkisofs to combine all the mp3 files into one iso image, and then burn that"
2470445,1446.tsv,2011-10-19T07:04:00.000Z,cajunspice,SetiAmon,are you talking about a plain old cd player or one that can play mp3 data discs?
2470446,1446.tsv,2011-10-19T07:05:00.000Z,cajunspice,SetiAmon,"ok, so find out the format of a disc that definitely plays in it, and make one like that"
2470447,1446.tsv,2011-10-19T07:10:00.000Z,cajunspice,SetiAmon,it only needs to be an audio cd for old-school cd-audio-only players
2470448,1446.tsv,2011-10-19T07:21:00.000Z,cajunspice,SetiAmon,it sounds like what you wanted it to do was to burn a data disc
2470449,1446.tsv,2011-10-19T07:23:00.000Z,cajunspice,SetiAmon,what did you get from your attempt with k3b? a data disc with wave files or an audio disc?
2470450,1446.tsv,2011-10-19T07:25:00.000Z,cajunspice,SetiAmon,"if you chose audio cd, then it converts the mp3 to wave, it has to"
2470451,1446.tsv,2011-10-19T07:26:00.000Z,cajunspice,SetiAmon,"if you want a disc full of mp3 files, you have to burn it as a data disc"
2470452,1446.tsv,2011-10-19T07:27:00.000Z,SetiAmon,cajunspice, do i have to do anything special to get a CAR cd player to play the mp3's?
2470453,1446.tsv,2011-10-19T07:28:00.000Z,cajunspice,SetiAmon,"if it's a modern player that can handle mp3 data discs, then you don't have to do anything too special. just find an mp3 data disc that you know plays in it, and use the same format"
2470454,1446.tsv,2011-10-19T07:29:00.000Z,cajunspice,SetiAmon,"in other words, find out how it wants the files named, and what iso format it expects"
2470455,1446.tsv,2011-10-19T07:30:00.000Z,cajunspice,SetiAmon,the key is finding a mp3 disc that you know plays in it
2628968,1446.tsv,2009-10-27T13:36:00.000Z,EvaLuaTe,,hello
2628969,1446.tsv,2009-10-27T13:38:00.000Z,EvaLuaTe,,"i will appearantly have to reinstall windows, as i need it to run some programs that i need at school. If i install it on the same drive with ubuntu (because it appearantly won't install on a external hdd) it will most probably overwrite the mbr. So, my question, is there any possibility, after the installation of windows, to modify the mbr, so that I can dual boot windows and ubuntu, without rein"
2628970,1446.tsv,2009-10-27T13:38:00.000Z,EvaLuaTe,,stalling ubuntu?
2628971,1446.tsv,2009-10-27T13:39:00.000Z,FiReSTaRT,EvaLuaTe,why don't you just run windoze under virtualization.. that's what i did when i needed to run ESRI for school
2628972,1446.tsv,2009-10-27T13:40:00.000Z,EvaLuaTe,FiReSTaRT,i need to run some graphical applications that appearantly won't run under virtualbox...
2628973,1446.tsv,2009-10-27T13:40:00.000Z,FiReSTaRT,EvaLuaTe,"before you decide on a dual-boot config, try virtualization.. google virtual box... that's how i ran windows (as long as you can dedicate enough ram)"
2628974,1446.tsv,2009-10-27T13:40:00.000Z,FiReSTaRT,EvaLuaTe,i was able to dedicate 2 gigs and still have almost 2 gigs for ubuntu which almost never runs more than 1 gig
2628975,1446.tsv,2009-10-27T13:40:00.000Z,EvaLuaTe,FiReSTaRT,"ram is not an issue, the graphical part is the problem"
2628976,1446.tsv,2009-10-27T13:41:00.000Z,FiReSTaRT,EvaLuaTe,"ahh ok.. in that case i'd just use supergrub disk to destroy the mbr for the windows box, boot into ubuntu, install grub2 and it'll support everything"
2628977,1446.tsv,2009-10-27T13:42:00.000Z,FiReSTaRT,EvaLuaTe,the previous instruction was for AFTER the windows install's overwriting of the mbr
2628978,1446.tsv,2009-10-27T13:44:00.000Z,FiReSTaRT,EvaLuaTe,"i was doing one dual-boot configuration... grub legacy would make windoze unbootable.. doing fixmbr/fixboot would make ubuntu unbootable... so what i did was boot ubuntu, sudo apt-get install grub-pc and voila.. but hang on i'll dig up the instructions that i used"
2628979,1446.tsv,2009-10-27T13:45:00.000Z,FiReSTaRT,EvaLuaTe,http://www.howtoforge.com/how-to-install-grub-2-on-ubuntu-9.04 but i do have one warning for you so wait for the next message
2628980,1446.tsv,2009-10-27T13:47:00.000Z,FiReSTaRT,EvaLuaTe,"both systems were on hd1 (bios settings), but the upgrade-from-grub-legacy script installs grub to hd0 by default.. so i needed to dig it up (it's in /usr/sbin) and edit the hd0 to hd1 (this may be an unnecessary step, but check your menu.lst file to make sure)"
2628981,1446.tsv,2009-10-27T13:48:00.000Z,EvaLuaTe,FiReSTaRT,"ok, thank you very much :)"
2628982,1446.tsv,2009-10-27T13:48:00.000Z,FiReSTaRT,EvaLuaTe,"if your linux is already under hd0,0 or hd0,1 or hd0,whatever, you don't need to edit the script.. if it's under hd1,whatever or hd2,whatever (who knows what sort of a hardware configuration you have), you will need to edit to suit"
2628983,1446.tsv,2009-10-27T13:49:00.000Z,EvaLuaTe,FiReSTaRT,i guess my system is actually under sda. Or is that just how ubuntu sees it?
2628984,1446.tsv,2009-10-27T13:49:00.000Z,FiReSTaRT,EvaLuaTe,i know.. grub sees it differently
2628985,1446.tsv,2009-10-27T13:49:00.000Z,EvaLuaTe,FiReSTaRT,"ohh, ok"
2628986,1446.tsv,2009-10-27T13:50:00.000Z,FiReSTaRT,EvaLuaTe,"hang on a sec, i'll dig up a way to find out by using the grub console :)"
2628987,1446.tsv,2009-10-27T13:50:00.000Z,FiReSTaRT,EvaLuaTe,i'm not a grub master but i've gone through enough torture to know a couple of things :P
2628988,1446.tsv,2009-10-27T13:51:00.000Z,EvaLuaTe,FiReSTaRT,"here's something i found in the menu.lst file: root        (hd0,0), so it seems it's on hd0"
2628989,1446.tsv,2009-10-27T13:51:00.000Z,FiReSTaRT,EvaLuaTe,"open the terminal and follow the first 2 instructions from this page http://ubuntuforums.org/showthread.php?t=224351 (sudo grub, find /boot/grub/stage1)"
2628990,1446.tsv,2009-10-27T13:51:00.000Z,EvaLuaTe,FiReSTaRT,"ok, i'll restart now to install windows. If i run into problems i'll log back in here and ask for help :) thanks a lot for now"
2628991,1446.tsv,2009-10-27T13:51:00.000Z,FiReSTaRT,EvaLuaTe,do it my way just in case... i wouldn't rely on menu.lst
2628992,1446.tsv,2009-10-27T13:51:00.000Z,FiReSTaRT,EvaLuaTe,hang on
2628993,1446.tsv,2009-10-27T13:54:00.000Z,FiReSTaRT,EvaLuaTe,good luck and i wish you about 1% of the time investment that i had to put in to get a dual-boot setup going ;)
2628994,1446.tsv,2009-10-27T13:55:00.000Z,FiReSTaRT,EvaLuaTe,and our thanks go out to very helpful people on #grub who saved my uncle's computer from getting thrown out the window out of sheer rage ;)
2628995,1446.tsv,2009-10-27T13:56:00.000Z,FiReSTaRT,EvaLuaTe,"by the way if you don't wanna waste a cd, you can always use the autosupergrub disk and install it from the windows box.. if you give me a second i'll dig up those two links :P"
2628996,1446.tsv,2009-10-27T13:59:00.000Z,FiReSTaRT,EvaLuaTe,"https://help.ubuntu.com/community/GrubHowto <-- general grub how to, http://www.supergrubdisk.org/wiki/AutoSuperGrubDisk <-- to get the autosupergrubdisk (for some reason it worked for me while the unetwhatever disk didn't work)"
2628997,1446.tsv,2009-10-27T14:01:00.000Z,FiReSTaRT,EvaLuaTe,"ok time for me to tcb, so good luck with your dualboot setup... ciao :)"
2744848,1446.tsv,2006-03-31T14:55:00.000Z,interneti,,sudo
2744849,1446.tsv,2006-03-31T14:56:00.000Z,interneti,,toni use sudo
2744850,1446.tsv,2006-03-31T14:57:00.000Z,interneti,,sbartley any ideas
2744851,1446.tsv,2006-03-31T14:58:00.000Z,interneti,,madpilot this is a long shot but could you help?
2744852,1446.tsv,2006-03-31T14:58:00.000Z,interneti,,http://pastebin.com/622825 is the elive configuration that gave me hardware accel as opposed to the ubuntu http://pastebin.com/622827
2744853,1446.tsv,2006-03-31T14:59:00.000Z,interneti,,wouldn't recommend it..
2744854,1446.tsv,2006-03-31T15:00:00.000Z,interneti,,any ideas madpilot
2744855,1446.tsv,2006-03-31T15:02:00.000Z,interneti,,libc is ok as far as I know
2744856,1446.tsv,2006-03-31T15:02:00.000Z,interneti,,dude.. I don't know
2744857,1446.tsv,2006-03-31T15:03:00.000Z,interneti,,"I've got my own problems, and no one will even reply to them"
2744858,1446.tsv,2006-03-31T15:03:00.000Z,fyrestrtr,interneti,I am looking at your configuration -- you have to be patient.
2744859,1446.tsv,2006-03-31T15:06:00.000Z,fyrestrtr,interneti,"your refresh rates aren't the same, and you need to add the mode lines."
2744860,1446.tsv,2006-03-31T15:06:00.000Z,interneti,fyrestrtr,what do I do?
2744861,1446.tsv,2006-03-31T15:07:00.000Z,fyrestrtr,interneti,wait
2744862,1446.tsv,2006-03-31T15:10:00.000Z,interneti,fyrestrtr,welcome back
2744863,1446.tsv,2006-03-31T15:16:00.000Z,fyrestrtr,interneti,what resolution you want to run?
2744864,1446.tsv,2006-03-31T15:16:00.000Z,interneti,fyrestrtr,1280 x1024
2744865,1446.tsv,2006-03-31T15:18:00.000Z,fyrestrtr,interneti,"replace your monitor section with this http://pastebin.com/622849 -- save the file, pray to whomever it is you pray to, rub any voodoo dolls, cross your fingers, click your heels three times, and then restart X and hope your monitor doesn't blow up."
2744866,1446.tsv,2006-03-31T15:24:00.000Z,fyrestrtr,interneti,"either that, or blow up your monitor. try it :)"
2744867,1446.tsv,2006-03-31T15:30:00.000Z,interneti,fyrestrtr,nothing happened...
2744868,1446.tsv,2006-03-31T15:31:00.000Z,fyrestrtr,interneti,what do you mean?
2744869,1446.tsv,2006-03-31T15:31:00.000Z,fyrestrtr,interneti,how are you testing it?
2744870,1446.tsv,2006-03-31T15:35:00.000Z,interneti,fyrestrtr,what can I do
2744871,1446.tsv,2006-03-31T15:36:00.000Z,fyrestrtr,interneti,"ask someone that uses the same chipset, or google. How are you testing that acceleration is not working?"
2744872,1446.tsv,2006-03-31T15:38:00.000Z,fyrestrtr,interneti,type this at a prompt : glxinfo | grep direct
2744873,1446.tsv,2006-03-31T15:46:00.000Z,fyrestrtr,interneti,/var/logs
2744874,1446.tsv,2006-03-31T15:41:00.000Z,interneti,fyrestrtr,easy ubuntu is replacement
2744875,1446.tsv,2006-03-31T15:41:00.000Z,fyrestrtr,interneti,apt-get > *
2744876,1446.tsv,2006-03-31T15:41:00.000Z,interneti,fyrestrtr,what do you make of it?
2744877,1446.tsv,2006-03-31T15:42:00.000Z,fyrestrtr,interneti,"I dunno, must see your x logs"
2744878,1446.tsv,2006-03-31T15:42:00.000Z,fyrestrtr,interneti,is the same version of x running on both distros?
2744879,1446.tsv,2006-03-31T15:43:00.000Z,fyrestrtr,interneti,"hey, don't dog Gentoo. I love that distro. Have been using it for a looong time."
2744880,1446.tsv,2006-03-31T15:43:00.000Z,interneti,fyrestrtr, it was a joke
2744881,1446.tsv,2006-03-31T15:44:00.000Z,interneti,fyrestrtr,you mentioned xlogs...
2744882,1446.tsv,2006-03-31T15:46:00.000Z,interneti,fyrestrtr,what is the location of the logs?
2744883,1446.tsv,2006-03-31T15:47:00.000Z,interneti,fyrestrtr,there are a few ones pertaining to xorg
2744884,1446.tsv,2006-03-31T15:48:00.000Z,fyrestrtr,interneti,pastebin Xorg.0.log or whatever is the closest equivalent
2744885,1446.tsv,2006-03-31T15:54:00.000Z,interneti,fyrestrtr,how's it going (3:54 am)
2744886,1446.tsv,2006-03-31T16:00:00.000Z,interneti,fyrestrtr,you here?
2868661,12077.tsv,2006-09-27T07:07:00.000Z,omar,,"hello, there are some web pages in flash that I cannot see. However others open easyly, what can I do"
2868662,12077.tsv,2006-09-27T07:07:00.000Z,omar,,I have firefox
2868663,12077.tsv,2006-09-27T07:07:00.000Z,gnomefreak,omar,wait for flash 9
2868664,12077.tsv,2006-09-27T07:07:00.000Z,gnomefreak,omar,the pages you cant view are most likely built in flash 8
2868665,12077.tsv,2006-09-27T07:07:00.000Z,omar,gnomefreak,wait? what do you mean
2868666,12077.tsv,2006-09-27T07:08:00.000Z,gnomefreak,omar,there will not be a linux build for flash 8
2868667,12077.tsv,2006-09-27T07:08:00.000Z,omar,gnomefreak,but I used to use those pages with linux
2868668,12077.tsv,2006-09-27T07:09:00.000Z,gnomefreak,omar,it could be the page isnt working (you havent given me a page that gives you problems
2868669,12077.tsv,2006-09-27T07:09:00.000Z,omar,gnomefreak,I tried 2 pages
2868670,12077.tsv,2006-09-27T07:09:00.000Z,gnomefreak,omar,care to give me them so i can see what the issue is?
2868671,12077.tsv,2006-09-27T07:10:00.000Z,omar,gnomefreak,ok there you go www.bws.com.pe and http://www.latinka.com/
2868672,12077.tsv,2006-09-27T07:10:00.000Z,gnomefreak,omar,you cant open that page at all?
2868673,12077.tsv,2006-09-27T07:11:00.000Z,omar,gnomefreak,"I can open but I need the smaill part in flash, but latinka I cannot open"
2868674,12077.tsv,2006-09-27T07:12:00.000Z,gnomefreak,omar,can you give me what version of flash you are using? apt-cache policy flashplugin-nonfree    will give you version
2868675,12077.tsv,2006-09-27T07:14:00.000Z,gnomefreak,omar,i open them without a problem (find out version) than make sure you are using flash. in browser address bar type about:plugins  and see if flash is there
2868676,12077.tsv,2006-09-27T07:16:00.000Z,omar,gnomefreak,"I can open but I need the smaill part in flash, but latinka I cannot open"
2868677,12077.tsv,2006-09-27T07:16:00.000Z,omar,gnomefreak,those are the versions
2868678,12077.tsv,2006-09-27T07:17:00.000Z,gnomefreak,omar,check about:plugins see what it says about flash
2868679,12077.tsv,2006-09-27T07:18:00.000Z,gnomefreak,omar,both pages opened here without a problem with flash installed (forgot to look at source)
2925585,12317.tsv,2005-09-22T09:10:00.000Z,flyingpenguin,,w00t
2925586,12317.tsv,2005-09-22T09:10:00.000Z,flyingpenguin,,isn't it apt-get update?
2925587,12317.tsv,2005-09-22T09:10:00.000Z,flyingpenguin,,apt-get does have to be sudo
2925588,12317.tsv,2005-09-22T09:10:00.000Z,flyingpenguin,,w00t
2925589,12317.tsv,2005-09-22T09:10:00.000Z,flyingpenguin,,anywho... I have to go now
2925590,12317.tsv,2005-09-22T09:10:00.000Z,flyingpenguin,,at a lanparty ;)
2925591,12317.tsv,2005-09-22T09:12:00.000Z,flyingpenguin,,anyone here know abought imwheel?
2925592,12317.tsv,2005-09-22T09:13:00.000Z,kriptic13,flyingpenguin,imwheel hasn't been needed for a long time. :)
2925593,12317.tsv,2005-09-22T09:13:00.000Z,flyingpenguin,kriptic13,then how do you think I should get my microsoft mouse to work?
2925594,12317.tsv,2005-09-22T09:14:00.000Z,kriptic13,flyingpenguin,Is it just your mouse wheel that isn't working? Or are there other buttons involved?
2925595,12317.tsv,2005-09-22T09:14:00.000Z,flyingpenguin,kriptic13,side to side scrooling/back and foword buttons
2925596,12317.tsv,2005-09-22T09:15:00.000Z,kriptic13,flyingpenguin,the secret lies in setting up the mouse inputdevice section of xorg.conf.
2925597,12317.tsv,2005-09-22T09:15:00.000Z,flyingpenguin,kriptic13,hold on let me start irc in my gui
2925598,12317.tsv,2005-09-22T09:16:00.000Z,flyingpenguin,,ok... its starting
2925599,12317.tsv,2005-09-22T09:16:00.000Z,kriptic13,flyingpenguin,"I don't have the same mouse that you do, obviously.... so it will probably be just a bit different for you...."
2925600,12317.tsv,2005-09-22T09:17:00.000Z,kriptic13,flyingpenguin,"no, but I do have a 12-button multimedia mouse.  :)"
2925601,12317.tsv,2005-09-22T09:18:00.000Z,kriptic13,flyingpenguin,hold on a sec... need to remember what I did.... :)
2925602,12317.tsv,2005-09-22T09:24:00.000Z,kriptic13,flyingpenguin,I've been PM'ing you back.  :)
2925603,12317.tsv,2005-09-22T09:25:00.000Z,kriptic13,flyingpenguin,let me know if I need to repeat.
3061796,1446.tsv,2011-07-03T11:02:00.000Z,NotTooDumb3,,"hi all i just installed ubuntu10.10 on my lenovo laptop, how to configure for broadband internet? it detects hardware and the login page opens but it's not connecting after i give login details"
3061797,1446.tsv,2011-07-03T11:03:00.000Z,faina,NotTooDumb3,what type of broadband connection is it?
3061798,1446.tsv,2011-07-03T11:04:00.000Z,NotTooDumb3,faina,not dail on connection
3061799,1446.tsv,2011-07-03T11:05:00.000Z,NotTooDumb3,faina,"yes, phone, modem and ethernet cable"
3061800,1446.tsv,2011-07-03T11:05:00.000Z,NotTooDumb3,faina,what is this type of broadband connection called?
3061801,1446.tsv,2011-07-03T11:07:00.000Z,NotTooDumb3,faina,any suggestions for my connection issue?
3061802,1446.tsv,2011-07-03T11:07:00.000Z,faina,NotTooDumb3,can you describe the login page?
3061803,1446.tsv,2011-07-03T11:08:00.000Z,NotTooDumb3,faina,"http://reliancebroadband.co.in/reliance/login.do?action=doLoginSubmit, this is the page after logging in.."
3061804,1446.tsv,2011-07-03T11:10:00.000Z,NotTooDumb3,faina,did you get any idea about my login page?
3061805,1446.tsv,2011-07-03T11:10:00.000Z,faina,NotTooDumb3,"I couldn't connect directly to the site. its only being served up to systems they're connected to, I'm trying to google up some more useful instructions"
3061806,1446.tsv,2011-07-03T11:11:00.000Z,NotTooDumb3,faina,"by your statements of describe the login page, what input are you expecting from me? can you help me out?"
3061807,1446.tsv,2011-07-03T11:12:00.000Z,faina,NotTooDumb3,http://veerasundar.com/blog/2010/06/how-to-make-reliance-netconnect-broadband-to-work-on-ubuntu-10-04/ might be helpful
3061808,1446.tsv,2011-07-03T11:15:00.000Z,NotTooDumb3,faina,"mine is not a netconnect internet connection with USB for internet connection, i am using ethernet plug for internet connection, wil that link still is useful in my case?"
3061809,1446.tsv,2011-07-03T11:17:00.000Z,NotTooDumb3,faina,that link looks like is not exactly a 1:1 match for my problem.mine is not a mobile broadband connection..any comments?
3061810,1446.tsv,2011-07-03T11:18:00.000Z,faina,NotTooDumb3,no.
3061811,1446.tsv,2011-07-03T13:26:00.000Z,NotTooDumb3,faina,ip route output is: 124.125.44.0/22 dev eth0 proto kernel scope link src 124.125.46.131 metric 1
3061812,1446.tsv,2011-07-03T13:27:00.000Z,NotTooDumb3,faina,those 3 lines are the output of ip route
3061813,1446.tsv,2011-07-03T13:27:00.000Z,faina,NotTooDumb3,can you ping 124.125.44.1
3061814,1446.tsv,2011-07-03T13:42:00.000Z,NotTooDumb3,faina,i gave tracepath 8.8.8.8
3173733,91755.tsv,2008-06-23T02:01:00.000Z,Drk_Guy,,Is there such an issue if i just install and use an i386 package on AMD64?
3173734,91755.tsv,2008-06-23T02:01:00.000Z,Drk_Guy,,"I mean, AMD64 can run x86"
3173735,91755.tsv,2008-06-23T02:02:00.000Z,Drk_Guy,,!ask | fooks
3173736,91755.tsv,2008-06-23T02:04:00.000Z,yoyoned,Drk_Guy,the free comand will tell you how much ram you are using
3173737,91755.tsv,2008-06-23T02:05:00.000Z,Drk_Guy,yoyoned,free 16000
3328903,12077.tsv,2011-05-01T13:38:00.000Z,eddie_,,hi
3328904,12077.tsv,2011-05-01T13:40:00.000Z,eddie_,,I just upgraded to 11.04
3328905,12077.tsv,2011-05-01T13:40:00.000Z,eddie_,,what alternatives are there to unity?
3328906,12077.tsv,2011-05-01T13:41:00.000Z,eddie_,,"ah ok, thanks :) :)"
3328907,12077.tsv,2011-05-01T13:41:00.000Z,jeija,eddie_,"xfce, lxde. kde (won't break unity) gnome 3 (will break unity), classic gnome (at login)"
3330083,193659.tsv,2008-12-04T14:46:00.000Z,mib_7hhcko,,hello guys
3330084,193659.tsv,2008-12-04T14:46:00.000Z,mib_7hhcko,,how to use putty
3330085,193659.tsv,2008-12-04T14:47:00.000Z,mib_7hhcko,,help me
3330086,193659.tsv,2008-12-04T14:47:00.000Z,mib_7hhcko,,:D
3330087,193659.tsv,2008-12-04T14:47:00.000Z,Myrtti,mib_7hhcko,"erm, putty? why would you use putty in Ubuntu?"
3407128,167860.tsv,2010-11-10T12:01:00.000Z,hasek79,, ActionParsnip: under display is the 'bits' how many megs the vid card is?
3407129,167860.tsv,2010-11-10T12:02:00.000Z,gogeta,hasek79,hes gone again
3407130,167860.tsv,2010-11-10T12:07:00.000Z,gogeta,hasek79,yep there called scripts
3407131,167860.tsv,2010-11-10T12:09:00.000Z,gogeta,hasek79,open your favret text edtior then put your comand in then save it as a sometime.sh then make it excutable
3407132,167860.tsv,2010-11-10T12:10:00.000Z,gogeta,hasek79,well save it with whatever name you like you can do multi comands etc
3420148,115962.tsv,2008-04-04T01:06:00.000Z,scuderia,,"hi, how can i mount a virtual host in ubuntu ? using samba?"
3420149,115962.tsv,2008-04-04T01:08:00.000Z,scuderia,,"im using samba to access my virtual host OS (vmware), is there any possibility to mount it?"
3420150,115962.tsv,2008-04-04T01:09:00.000Z,squee,scuderia,install smbfs
3420151,115962.tsv,2008-04-04T01:12:00.000Z,scuderia,squee,and them do mount -t smbfs //host ?
3420152,115962.tsv,2008-04-04T01:13:00.000Z,squee,scuderia,pretty much
3459008,180729.tsv,2006-03-08T14:54:00.000Z,Spec,scottj," sure, tightvnc, just put the binary on your usb flash drive"
3459009,180729.tsv,2006-03-08T14:55:00.000Z,Spec,,yeap
3459010,180729.tsv,2006-03-08T14:55:00.000Z,Spec,,:)
3459011,180729.tsv,2006-03-08T14:55:00.000Z,Spec,,"once1er,scottj: or the linux client and the windows client, :p"
3459012,180729.tsv,2006-03-08T14:57:00.000Z,scottj,Spec,do I just have to check allow others to view my desktop in Remote Desktop under System > Preferences?
3543108,70479.tsv,2008-09-04T04:08:00.000Z,failure,,anybody here use ssh keys in putty?
3543109,70479.tsv,2008-09-04T04:09:00.000Z,failure,,"For the life of me, I can not figure out how to do this"
3543110,70479.tsv,2008-09-04T04:09:00.000Z,failure,,i have a big old key that somebody generated for me
3543111,70479.tsv,2008-09-04T04:09:00.000Z,lazyPower,failure,Yep
3543112,70479.tsv,2008-09-04T04:11:00.000Z,lazyPower,failure,I dunno? I put my key files in the same dir as putty and keep it on my thumbdrive.
3556983,12317.tsv,2011-04-28T15:31:00.000Z,tsimpson,,"no, it's not released yet"
3556984,12317.tsv,2011-04-28T15:31:00.000Z,tsimpson,,"whatever you have, it may not be not the final release"
3556985,12317.tsv,2011-04-28T15:32:00.000Z,tsimpson,,"whatever the file name, date or whatever"
3556986,12317.tsv,2011-04-28T15:33:00.000Z,tsimpson,,think what you want
3556987,12317.tsv,2011-04-28T15:33:00.000Z,kaatta,tsimpson,dont feed trolls :D
3571838,129604.tsv,2007-07-27T15:06:00.000Z,Sir_Lewk,,"question: I have deleted /root, /dev, /bin, and possibly parts of other directories.  I restored these from the 7.04 livecd and am able to boot seemingly without problems, what should I do?"
3571839,129604.tsv,2007-07-27T15:07:00.000Z,Sir_Lewk,,if anything
3571840,129604.tsv,2007-07-27T15:07:00.000Z,PriceChild,Sir_Lewk,I'd suggest a reinstall...
3571841,129604.tsv,2007-07-27T15:07:00.000Z,PriceChild,Sir_Lewk,You will have removed applications you've installed
3571842,129604.tsv,2007-07-27T15:08:00.000Z,PriceChild,Sir_Lewk,I don't know what you've deleted. You don't even seem sure 'possibly other directories'
3595298,114835.tsv,2007-03-12T09:54:00.000Z,genii,Chesney,Are you on Edgy?
3595299,114835.tsv,2007-03-12T09:54:00.000Z,Chesney,genii,yeah
3595300,114835.tsv,2007-03-12T09:54:00.000Z,genii,Chesney,I found a howto for Edgy if tyou want the link
3595301,114835.tsv,2007-03-12T09:55:00.000Z,Chesney,genii,please
3595302,114835.tsv,2007-03-12T09:56:00.000Z,genii,Chesney,Here: http://ubuntuforums.org/showthread.php?t=296822    referenced from this page: http://www.midnightcheese.com/index.php?p=439
3601728,92538.tsv,2007-12-17T04:41:00.000Z,al1,,"I've got a laptop with an IP 192.168.1.200 which is linked to an access point, linked to switch, linked to another switch, linked to a pc whose ip is 192.168.1.64."
3601729,92538.tsv,2007-12-17T04:41:00.000Z,al1,,When I try to ping my laptop from my pc it doesn't work.
3601730,92538.tsv,2007-12-17T04:41:00.000Z,al1,,"When I ping my pc from my laptop, it works. And then I can ping my laptop from my pc."
3601731,92538.tsv,2007-12-17T04:41:00.000Z,al1,,Question : what could I do for having my pc to find directly my laptop ?
3601732,92538.tsv,2007-12-17T04:41:00.000Z,amitprakash,al1,check for a firewall?
3631428,188062.tsv,2006-05-22T14:35:00.000Z,Mathias-K,,"When i choose System --> Log Out, the menu comes up, but there are only four choices, Log Out, Switch User, Lock Screen and Hibernate. Restart and Shutdown are missing!"
3631429,188062.tsv,2006-05-22T14:36:00.000Z,Mathias-K,,Does anyone else have this problem?
3631430,188062.tsv,2006-05-22T14:36:00.000Z,Mathias-K,,I'm running a fully updated Dapper
3631431,188062.tsv,2006-05-22T14:36:00.000Z,cyphase,Mathias-K,maybe you disabled them for non admin users
