,dialogueID,date,from,to,text
2185837,25840.tsv,2006-03-06T15:26:00.000Z,idefix,,der soundradiator ist wieder da
2185838,25840.tsv,2006-03-06T15:27:00.000Z,idefix,,"hey guys, I can play a DVD with VLC now, except the sound doesn't work, the sound does work when I play MP3's... what's going on here?"
2185839,25840.tsv,2006-03-06T15:28:00.000Z,idefix,,bash: sound: command not found
2185840,25840.tsv,2006-03-06T15:28:00.000Z,idefix,,output not found either
2185841,25840.tsv,2006-03-06T15:28:00.000Z,idefix,,I'm only 20k at linux
2185842,25840.tsv,2006-03-06T15:29:00.000Z,idefix,,how do I check the sound output?
2185843,25840.tsv,2006-03-06T15:29:00.000Z,iBalo,idefix,assumong that you use gnome you have to tell vlc to use the esd (sound daemeon) iirc that's a separate package vlc-plugin-esd
2185844,25840.tsv,2006-03-06T15:30:00.000Z,idefix,,"so apparently some program is occupying the sound output, instead of the VLC program?"
2185845,25840.tsv,2006-03-06T15:30:00.000Z,idefix,,"maxkelly, how do I kill it?"
2185846,25840.tsv,2006-03-06T15:31:00.000Z,iBalo,idefix,"yes, esd... tell vlc to use it, instaed to talk directly to the hardware"
2185847,25840.tsv,2006-03-06T15:31:00.000Z,idefix,iBalo,how?
2185848,25840.tsv,2006-03-06T15:32:00.000Z,idefix,,apt-get vlc-plugin-esd?
2185849,25840.tsv,2006-03-06T15:32:00.000Z,iBalo,idefix,install the mentioned package and check vlc's setting then
2223846,355.tsv,2012-08-05T06:52:00.000Z,TomM2,,So like.
2223847,355.tsv,2012-08-05T06:52:00.000Z,TomM2,,Do LTS users get better support in here than non-LTS users?
2223848,355.tsv,2012-08-05T06:52:00.000Z,theadmin,TomM2,'better'? Nope. Longer.
2223849,355.tsv,2012-08-05T06:53:00.000Z,TomM2,theadmin,Oh so it means Long term support like for the OS not for actual support for problems?
2223850,355.tsv,2012-08-05T06:53:00.000Z,theadmin,TomM2,"Well, 'support' means 2 things: 1) Keeping the software repositories online, 2) Answering questions related to this version in the IRC/forums/etc"
2223851,355.tsv,2012-08-05T06:54:00.000Z,theadmin,TomM2,"LTS come around every two years. And the scheme is 'year.month'. Canonical tends to release LTS'es in April, thus .04"
2223852,355.tsv,2012-08-05T06:56:00.000Z,theadmin,TomM2,"Well, Ubuntu has a stable release schedule by now, once every 6 months (April and October), and LTS releases - once per two years, in April."
2223853,355.tsv,2012-08-05T06:56:00.000Z,theadmin,TomM2,^
2223854,355.tsv,2012-08-05T06:57:00.000Z,theadmin,TomM2,"Desktop - 3 years, Server - 5"
2223855,355.tsv,2012-08-05T06:57:00.000Z,theadmin,TomM2,"Never mind, they all last 5 years now :/"
2223856,355.tsv,2012-08-05T06:58:00.000Z,theadmin,TomM2,"4.10 was the first, IIRC."
2223857,355.tsv,2012-08-05T06:59:00.000Z,theadmin,TomM2,"No, it *is* available on old-releases.ubuntu.com but it will not work properly (you won't be able to install any extra apps), repos are long down"
2223858,355.tsv,2012-08-05T07:04:00.000Z,theadmin,TomM2,"Totally worth it honestly, I downloaded it and was amazed at how much progress Ubuntu has made since the total failure called Lucid Lynx :/"
2223859,355.tsv,2012-08-05T07:07:00.000Z,theadmin,TomM2,"Actually, they are developing a Gnome-based fork now, I think the name was 'Gnobuntu'."
2231588,15502.tsv,2007-10-28T05:05:00.000Z,inversekinetix,,can anyone help me configure mame on gutsy?
2231589,15502.tsv,2007-10-28T05:07:00.000Z,IndyGunFreak,inversekinetix,"there's several versions of mame in the repositories, why are you compiling it."
2231590,15502.tsv,2007-10-28T05:08:00.000Z,IndyGunFreak,,scordon't use the mouse.
2231591,15502.tsv,2007-10-28T05:09:00.000Z,inversekinetix,IndyGunFreak,"I need the latest version of sdlmame, it isnt in the repository nor will the front ends use it as an executable"
2231592,15502.tsv,2007-10-28T05:09:00.000Z,IndyGunFreak,inversekinetix,what is the name of the mame that you're trying to install?
2231593,15502.tsv,2007-10-28T05:10:00.000Z,inversekinetix,,mame sdl 1.20
2231594,15502.tsv,2007-10-28T05:11:00.000Z,inversekinetix,, IndyGunFreak: GXmame only recognizes the old exe which leaves 2000 games unplayable
2231595,15502.tsv,2007-10-28T05:11:00.000Z,IndyGunFreak,inversekinetix,"i see, so what problema re you having?"
2231596,15502.tsv,2007-10-28T05:11:00.000Z,inversekinetix,, IndyGunFreak: getting a front end to use the latest sdl
2231597,15502.tsv,2007-10-28T05:12:00.000Z,IndyGunFreak,inversekinetix,"sorry, i don't compile a whole lot."
2231598,15502.tsv,2007-10-28T05:12:00.000Z,inversekinetix,," IndyGunFreak: no probelem, it seems like loads of trouble to do anything in this os"
2231599,15502.tsv,2007-10-28T05:13:00.000Z,IndyGunFreak,inversekinetix,hardly...
2231600,15502.tsv,2007-10-28T05:13:00.000Z,inversekinetix,, IndyGunFreak: everything i try and do takes 5 times longer than it did in windows
2231601,15502.tsv,2007-10-28T05:14:00.000Z,IndyGunFreak,inversekinetix,"thats cuz you're not doing it right, if you weren't doing it right in Windows, it would take just as long as Linux"
2239050,12317.tsv,2008-10-20T00:31:00.000Z,mauricio,,alguem fala portugues?
2239051,12317.tsv,2008-10-20T00:32:00.000Z,mauricio,,tambem te amo
2239052,12317.tsv,2008-10-20T00:32:00.000Z,mauricio,,podes falar em espanhol que te entendo
2239053,12317.tsv,2008-10-20T00:33:00.000Z,mauricio,,por acaso sabes como  colocar  uma wifi para funcionar
2239054,12317.tsv,2008-10-20T00:35:00.000Z,mauricio,,Hey someone knows how to set a intel 3945 wifi in a ubuntu 2.6.24
2239055,12317.tsv,2008-10-20T00:36:00.000Z,goat|lappy,mauricio,mine works by default
2239056,12317.tsv,2008-10-20T00:36:00.000Z,goat|lappy,mauricio,"i have a 3945abg, and its functioning fine"
2239057,12317.tsv,2008-10-20T00:37:00.000Z,goat|lappy,mauricio,do you see the device in lspci?
2239058,12317.tsv,2008-10-20T00:39:00.000Z,goat|lappy,mauricio,"then the hardware and driver are talking, do you just not see any wireless networks?"
2239059,12317.tsv,2008-10-20T00:42:00.000Z,goat|lappy,mauricio,what laptop?
2239060,12317.tsv,2008-10-20T00:43:00.000Z,goat|lappy,mauricio,"usually there is a laptop hardware wireless switch,  do you know of one for your laptop?"
2239061,12317.tsv,2008-10-20T00:44:00.000Z,goat|lappy,mauricio,yes
2239062,12317.tsv,2008-10-20T00:52:00.000Z,mauricio,goat|lappy,some idea?
2239063,12317.tsv,2008-10-20T00:53:00.000Z,goat|lappy,mauricio,"sorry, no, after_math was starting with something, but I'm not sure what he was alluding to"
2263858,22879.tsv,2006-07-15T14:27:00.000Z,VirusDotNET,,Does anyone know how to make a install that already started cancel?
2263859,22879.tsv,2006-07-15T14:28:00.000Z,VirusDotNET,,this fucking sucks balls
2263860,22879.tsv,2006-07-15T14:30:00.000Z,VirusDotNET,,im pissed cuase no one wants to help me i been sitting here trying to get help for the past 20 minutes and everyone ignores me cause the support for ubuntu sucks
2263861,22879.tsv,2006-07-15T14:30:00.000Z,VirusDotNET,,Does anyone know how to make a install that already started cancel?
2263862,22879.tsv,2006-07-15T14:30:00.000Z,VirusDotNET,,im trying to cancel this install that won't stop trying to connect to a broken server
2263863,22879.tsv,2006-07-15T14:31:00.000Z,VirusDotNET,,Connecting to alien.ssl.berkeley.edu|128.32.18.176|:21... failed: Connection timed out.
2263864,22879.tsv,2006-07-15T14:31:00.000Z,VirusDotNET,,Retrying.
2263865,22879.tsv,2006-07-15T14:31:00.000Z,ic56,VirusDotNET,"either you are being ignored because you are rude (which you are), or you are receiving no answer because no one has the answer.  Did you start that install from teh command line or the GUI?"
2263866,22879.tsv,2006-07-15T14:32:00.000Z,VirusDotNET,,gui
2263867,22879.tsv,2006-07-15T14:32:00.000Z,VirusDotNET,ic56,if they don't have the answerswouldn't it be more better to say we don't know how to help you with it instead of being ignored?
2263868,22879.tsv,2006-07-15T14:33:00.000Z,ic56,VirusDotNET,"when answering, please remember to specify whom you are addressing.  I almost missed your answer.  Anyway. I have little knowledge of GUI so I can't help you with that.  As for people saying they don't know, there are over a hundred people in this channel.  Do you really want to be flooded with a hundred 'I don't know's?!"
2263869,22879.tsv,2006-07-15T14:35:00.000Z,VirusDotNET,ic56,well atleast im better off with a different one or plain better off with windows since i can just call them and get support cause they know how to do the operating system. Hell I taught my own self everything about the windows system.
2263870,22879.tsv,2006-07-15T14:37:00.000Z,VirusDotNET,,fuck this bullshit
2263871,22879.tsv,2006-07-15T14:38:00.000Z,ic56,VirusDotNET,good luck with windows.  My own experience with it was very disappointing.  Their support people are personable but they can't make the OS do things of which it's incapable.  I.e. they can't make it work
2329812,6273.tsv,2010-01-25T10:11:00.000Z,priya,,hi all
2329813,6273.tsv,2010-01-25T10:12:00.000Z,priya,,i need help in making a launcher for  .x86 file
2329814,6273.tsv,2010-01-25T10:12:00.000Z,rumpsy,priya,what?
2329815,6273.tsv,2010-01-25T10:18:00.000Z,rumpsy,priya,what kind of app?
2329816,6273.tsv,2010-01-25T10:20:00.000Z,rumpsy,priya,just rightclick on desktop and create a launcher
2329817,6273.tsv,2010-01-25T10:22:00.000Z,rumpsy,priya,try to chmod +x
2329818,6273.tsv,2010-01-25T10:24:00.000Z,rumpsy,priya,"so, what happened!"
2329819,6273.tsv,2010-01-25T10:24:00.000Z,rumpsy,priya,"Can you please tell us what file is that, or what app"
2329820,6273.tsv,2010-01-25T10:28:00.000Z,rumpsy,priya,":) , cd to that folder, and this is example, chomd +x priya, where priya is the file to execute"
2329821,6273.tsv,2010-01-25T10:31:00.000Z,rumpsy,priya,What happened ?
2329822,6273.tsv,2010-01-25T10:32:00.000Z,priya,rumpsy,this is what i got  back in terminal desktop@DESKTOP:~/Desktop/RQC$ chmod +x rq-echo-client.x86
2329823,6273.tsv,2010-01-25T10:33:00.000Z,rumpsy,priya,"what kind of file is that, still i don't understand"
2329824,6273.tsv,2010-01-25T10:35:00.000Z,rumpsy,priya,after chmod +x go to that folder and double click that chmoded file to execute
2329825,6273.tsv,2010-01-25T10:51:00.000Z,rumpsy,priya,may be to you !
2366884,29135.tsv,2006-05-11T07:16:00.000Z,Jowi,,Hey :)
2366885,29135.tsv,2006-05-11T07:16:00.000Z,Jowi,,anyone knows where to change default charset from ANSI to UTF-8?
2366886,29135.tsv,2006-05-11T07:18:00.000Z,linux_galore,Jowi,in the application usually
2366887,29135.tsv,2006-05-11T07:18:00.000Z,Jowi,linux_galore,"yeah, problem is, not all apps has got that option."
2366888,29135.tsv,2006-05-11T07:19:00.000Z,linux_galore,Jowi,then you end up having to hack the text conf file
2366889,29135.tsv,2006-05-11T07:19:00.000Z,Jowi,linux_galore,"nah, there must be a dpkg-reconfigure for this one"
2366890,29135.tsv,2006-05-11T07:21:00.000Z,linux_galore,Jowi,just run the app as a user then hack the ~/.gnome/appname  file
2366891,29135.tsv,2006-05-11T07:22:00.000Z,Jowi,linux_galore,i refuse that. there must be a system wide setting laying around in /etc somewhere :)
2366892,29135.tsv,2006-05-11T07:22:00.000Z,linux_galore,Jowi,not really
2366893,29135.tsv,2006-05-11T07:23:00.000Z,linux_galore,Jowi,Linux is modular
2366894,29135.tsv,2006-05-11T07:23:00.000Z,linux_galore,Jowi,there is a general system font setting but thats usually for when X isnt running
2366895,29135.tsv,2006-05-11T07:24:00.000Z,Jowi,linux_galore,yeah. hmm... another option would be to disable that charset in the kernel itself.
2366896,29135.tsv,2006-05-11T07:25:00.000Z,linux_galore,Jowi,also depends on how the apps is compiled in some cases
2366897,29135.tsv,2006-05-11T07:32:00.000Z,Jowi,linux_galore,found it: 'sudo dpkg-reconfigure localeconf'
2420770,30366.tsv,2005-05-28T07:39:00.000Z,lampshade,,"So, what's the deal with mixing non official and regular official packages"
2420771,30366.tsv,2005-05-28T07:39:00.000Z,nickrud,lampshade,"you break it, bob2 says you get the pieces"
2420772,30366.tsv,2005-05-28T07:41:00.000Z,lampshade,nickrud," The reason I ask is because well, everything good is non official.  Everything needed.  Everything... I swear"
2420773,30366.tsv,2005-05-28T07:41:00.000Z,nickrud,lampshade,"what exactly? That said, hoary is a stable release, with all that entails."
2420774,30366.tsv,2005-05-28T07:42:00.000Z,lampshade,nickrud," Things like the w32codecs, since there is so much done in things like wmv, I need those"
2420775,30366.tsv,2005-05-28T07:42:00.000Z,lampshade,nickrud, Is mplayer in the official repos?
2420776,30366.tsv,2005-05-28T07:43:00.000Z,nickrud,lampshade,"http://www.ubuntulinux.org/wiki/RestrictedFormats, it will serve you well"
2420777,30366.tsv,2005-05-28T07:44:00.000Z,lampshade,nickrud," Yeah, that's the problem though, you know?  Like I get it there are license issues, etc, but that doesn't make the situation better--that's what frustrates me.  Because it is either go non official or go windows"
2420778,30366.tsv,2005-05-28T07:45:00.000Z,nickrud,lampshade,"the devels agree, and have set up the best they have to offer, while still sticking to the letter. Your choice."
2420779,30366.tsv,2006-04-03T09:52:00.000Z,nickrud,lampshade,"~/.mplayer/config I think, see !mplayer"
2420780,30366.tsv,2006-04-03T09:58:00.000Z,nickrud,lampshade,Candidate: 0.4.8-0ubuntu2 for wpasupplicant
2420781,30366.tsv,2006-04-03T14:09:00.000Z,nickrud,lampshade,somewhere in /etc/modprobe.d
2420782,30366.tsv,2006-04-03T14:11:00.000Z,lampshade,nickrud,what do you mean somewhere in modprobe?
2420783,30366.tsv,2006-04-03T14:11:00.000Z,nickrud,lampshade,"you can create a file in /etc/modprobe.d , and add that line to it. Use one of the files already there as an example"
2436730,3548.tsv,2011-10-16T20:09:00.000Z,RajDev_King,,Whenever I play some file it hangs constantly. I can't play a file fully there's a lot of interruption
2436731,3548.tsv,2011-10-16T20:11:00.000Z,RajDev_King,,Well Okay no problem... So could you please explain what's the exact difference between Ubuntu 11.04 and Ubuntu 11.10
2436732,3548.tsv,2011-10-16T20:11:00.000Z,RajDev_King,,I want to download 11.10
2436733,3548.tsv,2011-10-16T20:11:00.000Z,RajDev_King,,I am interested in some of good commnets on Ubuntu 11.10
2436734,3548.tsv,2011-10-16T20:12:00.000Z,RajDev_King,,I want some of yours opinion..
2436735,3548.tsv,2011-10-16T20:13:00.000Z,RajDev_King,,Okae I will
2436736,3548.tsv,2011-10-16T20:13:00.000Z,RajDev_King,,Yeah ! I'm from India
2436737,3548.tsv,2011-10-16T20:14:00.000Z,RajDev_King,,@mettaicanirvana: Why?
2436738,3548.tsv,2011-10-16T20:15:00.000Z,RajDev_King,,I want to download Ubuntu 11.10 through Bit torrent? Does anybody have the link to download it! Please..
2436739,3548.tsv,2011-10-16T20:16:00.000Z,RajDev_King,,Dude Please give an exact site..
2436740,3548.tsv,2011-10-16T20:18:00.000Z,Ibis,RajDev_King,http://www.ubuntu.com/download/ubuntu/alternative-download         <--- Torrents.
2436741,3548.tsv,2011-10-16T20:19:00.000Z,RajDev_King,,Yeah! I'm now in India!
2436742,3548.tsv,2011-10-16T20:20:00.000Z,RajDev_King,metallicanirvana,Thank you ... :)
2436743,3548.tsv,2011-10-16T20:20:00.000Z,Ibis,RajDev_King,"In the near future. Just visit Ubuntu.com, click on 'Get Ubuntu now'. Then click on 'Download & Install'.  On that very page, you'll see 'Additional options' under the ORANGE CIRCLE FOR STEP NUMBER 1.    Click on 'alternative downloads >'."
2441490,12988.tsv,2008-05-12T20:42:00.000Z,umer,,"hey guys, I was on here yesterday with this problem, hope someone can help me out. I've got black specks/dashes on my top menu bar, I don't know how to get rid of them. Could someone help me get rid of those? Heres a picture: http://ubuntuforums.org/showthread.php?t=790731"
2441491,12988.tsv,2008-05-12T20:43:00.000Z,umer,,"yea, theres a picture on the forum post I mad http://ubuntuforums.org/showthread.php?t=790731"
2441492,12988.tsv,2008-05-12T20:43:00.000Z,umer,,made*
2441493,12988.tsv,2008-05-12T20:43:00.000Z,umer,,"lol, give me a second"
2441494,12988.tsv,2008-05-12T20:44:00.000Z,umer,,http://img399.imageshack.us/my.php?image=blackspotszn4.jpg
2441495,12988.tsv,2008-05-12T20:45:00.000Z,no7up4u2,umer,sound like something u may have enble in apperance in custom visual effect
2441496,12988.tsv,2008-05-12T20:46:00.000Z,umer,no7up4u2,I didn't enable anything in visual effects
2441497,12988.tsv,2008-05-12T20:47:00.000Z,no7up4u2,umer,right click ur task bar a go properties
2441498,12988.tsv,2008-05-12T20:48:00.000Z,no7up4u2,umer,than try changing the b/g
2441499,12988.tsv,2008-05-12T20:50:00.000Z,no7up4u2,umer,did u do any update yesterday
2441500,12988.tsv,2008-05-12T20:59:00.000Z,no7up4u2,umer,nice
2441501,12988.tsv,2008-05-12T21:00:00.000Z,umer,no7up4u2,"gordonjcp I guess the problem mysteriously vanished as mysteriously as it appeared, haha"
2441502,12988.tsv,2008-05-12T21:00:00.000Z,no7up4u2,umer,"sound like u had a win)S ghost on ur drive, they do that so ppls leave nix and go back to Dose but thk for sticking it to the man"
2441503,12988.tsv,2008-05-12T21:01:00.000Z,umer,no7up4u2,gordonjcp thanks for your guys' help
2449526,11593.tsv,2008-08-06T00:45:00.000Z,erlend,,"Trying to show my computer screen on my TV, but when I connect it with a monitor cable the image is all distorted, anyone know how I have to do this, or what to do? I have connected it like this before and had a 100% perfect image, so I know it can be done..."
2449527,11593.tsv,2008-08-06T00:46:00.000Z,DefunctProcess,erlend,what type of connection/videocard/driver/tv?
2449528,11593.tsv,2008-08-06T00:47:00.000Z,erlend,DefunctProcess,"nVidia geforce, 128mb videocard, and a LG tv og some sort.. 32 inches, full HD"
2449529,11593.tsv,2008-08-06T00:48:00.000Z,DefunctProcess,erlend,are you using an hdmi cable or dvi?
2449530,11593.tsv,2008-08-06T00:49:00.000Z,erlend,DefunctProcess,"dont know what the cable is called, it's not hdmi cable... it's a standard pc monitor cable that I took from my stationary... the one that is blue in both ends"
2449531,11593.tsv,2008-08-06T00:49:00.000Z,DefunctProcess,erlend,"thats VGA, are you cloning your monitor or using the TV as a monitor by itself?"
2449532,11593.tsv,2008-08-06T00:50:00.000Z,erlend,DefunctProcess,"ok, vga =) either way works for me..."
2449533,11593.tsv,2008-08-06T00:51:00.000Z,DefunctProcess,erlend,"its probably because you are using VGA that you get a weird image, try to plugin the tv as the only monitor and reconfigure xorg to detect the settings"
2449534,11593.tsv,2008-08-06T00:51:00.000Z,DefunctProcess,erlend,or you can actually try to read the manual for your tv and find out the vertical and horizontal sync settings etc and create your own xorg
2449535,11593.tsv,2008-08-06T00:52:00.000Z,erlend,DefunctProcess,"well, it's from a lap-top, so when I plug it in, it's the only connected monitor, but the lap-top screen would still be there I guess... ok..what's the command to configure xorg?"
2449536,11593.tsv,2008-08-06T00:53:00.000Z,DefunctProcess,erlend,you need to do its from a tty ctrl+alt+f1
2449537,11593.tsv,2008-08-06T00:57:00.000Z,erlend,DefunctProcess,"found your ttl, (fun place, all command lines..never been there ;)  ) but apparently I dont even have the xorg-program..."
2449538,11593.tsv,2008-08-06T00:58:00.000Z,DefunctProcess,erlend,"i may have given the command backwards, sudo dpkg-reconfigure xserver-xorg"
2449539,11593.tsv,2008-08-06T00:59:00.000Z,erlend,DefunctProcess,that worked better =)
2469070,18257.tsv,2007-04-23T11:38:00.000Z,Parmenion,,im on the verge of buying a linksys dongle
2469071,18257.tsv,2007-04-23T11:39:00.000Z,Parmenion,,ive basically wasted the entirety of my morning just trying to get my damn connection together
2469072,18257.tsv,2007-04-23T11:40:00.000Z,Parmenion,,i last used it when it was in warty :P
2469073,18257.tsv,2007-04-23T11:41:00.000Z,Parmenion,,i'll just save for a linksys dongle then
2469074,18257.tsv,2007-04-23T11:41:00.000Z,Parmenion,,"BUT, i really would like to get it fixed"
2469075,18257.tsv,2007-04-23T11:41:00.000Z,Parmenion,,":P Crav,i just spent the eqivalent over the past night and morning trying to get it to work"
2469076,18257.tsv,2007-04-23T11:42:00.000Z,Parmenion,,i even disabled the security on it
2469077,18257.tsv,2007-04-23T11:42:00.000Z,Parmenion,,"best part, iwconfig reports the eth1 as up"
2469078,18257.tsv,2007-04-23T11:42:00.000Z,Parmenion,,so its technically working
2469079,18257.tsv,2007-04-23T11:42:00.000Z,Parmenion,,but i just cant connect to my linksys router
2469080,18257.tsv,2007-04-23T11:43:00.000Z,Rat409,Parmenion,my linksys is at http://192.168.1.1/
2469081,18257.tsv,2007-04-23T11:43:00.000Z,Parmenion,Rat409,"yeah, same here"
2469082,18257.tsv,2007-04-23T11:44:00.000Z,Rat409,Parmenion,"well if the passwords the prob,just reset the router ,it'll reset to defaults"
2469083,18257.tsv,2007-04-23T11:45:00.000Z,Parmenion,Rat409,nothings wrong with the password(or lack thereof)
2470442,1446.tsv,2011-10-19T07:00:00.000Z,SetiAmon,,Hey I'm running oneiric and i have a question.Believe it or not i have never done this so please bare with me
2470443,1446.tsv,2011-10-19T07:00:00.000Z,SetiAmon,,"I want to burn my mp3s into a playable mp3 cd for the car,what do i use?thats doable right?"
2470444,1446.tsv,2011-10-19T07:01:00.000Z,cajunspice,SetiAmon,"you could use mkisofs to combine all the mp3 files into one iso image, and then burn that"
2470445,1446.tsv,2011-10-19T07:04:00.000Z,cajunspice,SetiAmon,are you talking about a plain old cd player or one that can play mp3 data discs?
2470446,1446.tsv,2011-10-19T07:05:00.000Z,cajunspice,SetiAmon,"ok, so find out the format of a disc that definitely plays in it, and make one like that"
2470447,1446.tsv,2011-10-19T07:10:00.000Z,cajunspice,SetiAmon,it only needs to be an audio cd for old-school cd-audio-only players
2470448,1446.tsv,2011-10-19T07:21:00.000Z,cajunspice,SetiAmon,it sounds like what you wanted it to do was to burn a data disc
2470449,1446.tsv,2011-10-19T07:23:00.000Z,cajunspice,SetiAmon,what did you get from your attempt with k3b? a data disc with wave files or an audio disc?
2470450,1446.tsv,2011-10-19T07:25:00.000Z,cajunspice,SetiAmon,"if you chose audio cd, then it converts the mp3 to wave, it has to"
2470451,1446.tsv,2011-10-19T07:26:00.000Z,cajunspice,SetiAmon,"if you want a disc full of mp3 files, you have to burn it as a data disc"
2470452,1446.tsv,2011-10-19T07:27:00.000Z,SetiAmon,cajunspice, do i have to do anything special to get a CAR cd player to play the mp3's?
2470453,1446.tsv,2011-10-19T07:28:00.000Z,cajunspice,SetiAmon,"if it's a modern player that can handle mp3 data discs, then you don't have to do anything too special. just find an mp3 data disc that you know plays in it, and use the same format"
2470454,1446.tsv,2011-10-19T07:29:00.000Z,cajunspice,SetiAmon,"in other words, find out how it wants the files named, and what iso format it expects"
2470455,1446.tsv,2011-10-19T07:30:00.000Z,cajunspice,SetiAmon,the key is finding a mp3 disc that you know plays in it
2473522,11267.tsv,2009-10-04T08:22:00.000Z,master__,,scunizi...smily3: I ran route in terminal and got...Destination     Gateway         Genmask         Flags Metric Ref    Use Iface
2473523,11267.tsv,2009-10-04T08:22:00.000Z,master__,,86.18.248.0     *               255.255.252.0   U     1      0        0 eth0
2473524,11267.tsv,2009-10-04T08:22:00.000Z,master__,,default         cpc2-hers3-0-0- 0.0.0.0         UG    0      0        0 eth0
2473525,11267.tsv,2009-10-04T08:24:00.000Z,master__,,www.linuxossolutions.com    can connect through my modem...but not through my router with my wireless..
2473526,11267.tsv,2009-10-04T08:25:00.000Z,master__,,all: i have done a hard reset twice
2473527,11267.tsv,2009-10-04T08:25:00.000Z,master__,,smily3: it works for a hour then bang gone again
2473528,11267.tsv,2009-10-04T08:27:00.000Z,master__,,smily3: it does but i cant run the virgin exe file through wine and struggle to get it set up
2473529,11267.tsv,2009-10-04T08:27:00.000Z,master__,,smily3: give me a sec
2473530,11267.tsv,2009-10-04T08:28:00.000Z,master__,,smily3: netgear wireless-g router wgr614 v9...I agree windows never that why im making a site for all
2473531,11267.tsv,2009-10-04T08:29:00.000Z,master__,,smily3: I got it from virgin media
2473532,11267.tsv,2009-10-04T08:30:00.000Z,scunizi,master__,smil3y I use to have a netgear 624 something.. when it started to flak out it did pretty much the same thing.. might be time to invest in another.. I went with linksys.
2473533,11267.tsv,2009-10-04T08:30:00.000Z,master__,,smily3: you rock if you could can you join my site im looking for engineers etc thank you
2473534,11267.tsv,2009-10-04T08:31:00.000Z,master__,scunizi,linksys i need?
2473535,11267.tsv,2009-10-04T08:31:00.000Z,scunizi,master__,I've had more luck with stability on the linksys routers
2486164,10785.tsv,2008-10-11T03:51:00.000Z,rwrw,,in what package is the /etc/passwd in ?
2486165,10785.tsv,2008-10-11T03:51:00.000Z,rwrw,,=
2486166,10785.tsv,2008-10-11T03:51:00.000Z,rwrw,,?
2486167,10785.tsv,2008-10-11T03:52:00.000Z,rwrw,,ok how do i generate that file then
2486168,10785.tsv,2008-10-11T03:52:00.000Z,unop,rwrw,"it does not belong to a package, it is created when you install the system"
2486169,10785.tsv,2008-10-11T03:52:00.000Z,unop,rwrw,there might be a backup at /etc/passwd- then
2486170,10785.tsv,2008-10-11T03:53:00.000Z,unop,rwrw,"reset your user's password then - from a root shell,  pass user_name"
2486171,10785.tsv,2008-10-11T03:56:00.000Z,unop,rwrw,you should never ever ever ever - edit /etc/passwd with an editor by hand
2486172,10785.tsv,2008-10-11T03:56:00.000Z,rwrw,unop,? why not
2486173,10785.tsv,2008-10-11T03:57:00.000Z,unop,rwrw,"because you can easily make a mistake and leave /etc/passwd useless - prohibiting you from logging in, etc"
2486174,10785.tsv,2008-10-11T03:57:00.000Z,rwrw,unop,i see your point
2486175,10785.tsv,2008-10-11T03:57:00.000Z,unop,rwrw,"there are a whole set of tools that do this job for you - and they perform error checking, etc before /etc/passwd is written to"
2486176,10785.tsv,2008-10-11T03:58:00.000Z,unop,rwrw,if you must ever edit /etc/passwd by hand - use visudo (but i suggest using that only as a last resort)
2486177,10785.tsv,2008-10-11T03:59:00.000Z,unop,rwrw,"sorry, that's  vipw  not visudo"
2504602,17753.tsv,2007-05-31T13:50:00.000Z,pietro10,,It's the ONLY way!
2504603,17753.tsv,2007-05-31T13:51:00.000Z,pietro10,,"When it gets to the fpc core, dpkg is asking me if it should keep the Universe version or install the new one"
2504604,17753.tsv,2007-05-31T13:51:00.000Z,pietro10,,What should I do?
2504605,17753.tsv,2007-05-31T13:52:00.000Z,pietro10,,OK thanks
2504606,17753.tsv,2007-05-31T13:52:00.000Z,pietro10,,So that is the 'package maintainer'?
2504607,17753.tsv,2007-05-31T13:52:00.000Z,pietro10,,hello darth
2504608,17753.tsv,2007-05-31T13:53:00.000Z,pietro10,,ok thanks
2504609,17753.tsv,2007-05-31T13:53:00.000Z,pietro10,,I don't think gcc 4 is ready for PPC yet then
2504610,17753.tsv,2007-05-31T13:55:00.000Z,pietro10,,!cd
2504611,17753.tsv,2007-05-31T13:55:00.000Z,pietro10,,u/b/o/t/u knows nothing
2504612,17753.tsv,2007-05-31T13:56:00.000Z,wols_,pietro10,"it knows more than tha average #ubuntu user, that's for sure :P"
2504613,17753.tsv,2007-05-31T14:03:00.000Z,pietro10,wols_,yes they can
2504614,17753.tsv,2007-05-31T14:03:00.000Z,wols_,pietro10,macs use EFI
2504615,17753.tsv,2007-05-31T14:03:00.000Z,wols_,pietro10,since when can grub use EFI
2509516,32427.tsv,2005-01-21T12:18:00.000Z,tolstoy-,,just updated hoary and can't start X because it can't find the xtt module (nvidia).  Any pointers?
2509517,32427.tsv,2005-01-21T12:20:00.000Z,tritium,tolstoy-,export COLUMNS=132
2509518,32427.tsv,2005-01-21T12:38:00.000Z,tritium,tolstoy-,you can add pciehp to /etc/hotplug/blacklist so you don't get that error
2509519,32427.tsv,2005-01-21T12:39:00.000Z,tolstoy-,tritium,will it eventually be fixed?
2509520,32427.tsv,2005-01-21T15:05:00.000Z,tritium,tolstoy-,you probably have the 2.6.10-4 linux-image with the 2.6.10-3 restricted-modules
2509521,32427.tsv,2005-01-21T15:05:00.000Z,tolstoy-,tritium,could me.  can I tell that from the installed packages?  and grub only advertises 2.6.10-1
2509522,32427.tsv,2005-01-21T15:06:00.000Z,tritium,tolstoy-,use dpkg -l | grep linux.  Look at the 3rd column
